,duration,erotism,rhythm,filmtv_id,humor,effort,year,critics_vote,public_vote,total_votes,tension,avg_vote
5929,98,0,3,9214,0,4,1993,6.71,7,36,4,7
5930,102,0,1,9215,1,0,1987,3.75,4,11,0,3.7
5931,96,0,1,9216,0,0,1993,4,9,4,2,6.3
5932,99,2,2,9217,0,0,1969,6.6,6,86,3,6.5
5933,72,1,1,9218,0,2,1991,4,4,8,1,4.1
5934,121,1,2,9219,1,0,1969,4.6,4,16,0,4.3
5935,70,0,3,9221,0,3,1941,6.57,6,25,3,6.1
5936,112,1,2,9223,0,2,1984,7.05,7,208,3,7.1
5937,100,2,3,9224,2,3,1983,7.67,7,344,3,7.6
5938,88,0,2,9227,0,0,1942,3.5,4,3,1,3.8
5939,95,0,2,9228,0,0,1972,4,7,3,1,5.3
5940,91,0,3,9232,0,0,1982,5.6,6,73,3,5.9
5941,110,0,3,9233,2,0,1992,8,8,3,3,7.8
5942,108,1,2,9234,0,0,1971,3.67,3,7,1,3.3
5943,110,1,3,9236,2,0,1981,7.71,7,26,2,7.4
5944,100,1,2,9237,1,0,1944,7.93,8,78,3,7.9
5945,104,0,0,9238,0,0,1943,6,7,5,0,6.4
5946,99,0,0,9239,0,0,1938,8,8,3,0,8
5947,115,0,2,9242,1,0,1954,6,5,3,1,5.5
5948,92,0,2,9243,0,0,1973,7.33,6,12,2,6.9
5949,95,0,2,9244,1,0,1974,4,5,3,0,4.5
5950,113,0,0,9245,0,0,1970,4,8,5,0,5.9
5951,99,2,3,9246,3,2,1987,5.89,7,39,2,6.4
5952,105,0,2,9248,0,1,1983,4.4,4,26,1,4.2
5953,114,0,0,9254,0,0,1943,6.67,,3,0,6.7
5954,95,0,2,9257,2,0,1942,4.5,6,6,0,5.4
5955,90,0,2,9258,1,0,1971,4,4,11,2,3.8
5956,102,0,2,9259,1,0,1969,5.2,4,25,2,4.8
5957,93,2,3,9260,1,2,1951,9,9,53,2,8.9
5958,95,0,3,9261,0,1,1936,8,7,11,2,7.6
5959,90,0,2,9263,0,0,1994,4,8,4,1,6
5960,97,0,2,9264,0,0,1982,6,5,7,2,5.3
5961,150,0,2,9266,0,0,1976,4,6,5,2,4.8
5962,105,1,2,9269,1,0,1962,4.5,4,11,0,4.4
5963,94,0,2,9270,1,1,1988,6.29,7,46,1,6.5
5964,90,1,2,9272,0,0,1978,4.67,7,26,3,5.7
5965,99,0,2,9273,2,0,1970,4,5,23,0,4.3
5966,83,0,2,9274,0,2,1978,6.8,6,9,2,6.2
5967,60,1,4,9275,3,2,1979,8,7,5,3,7.7
5968,100,0,2,9276,0,1,1971,6.71,7,73,3,7
5969,116,0,4,9277,2,5,1987,9.05,9,730,4,8.9
5970,90,1,1,9278,0,0,1961,3,7,7,1,4.8
5971,145,0,2,9280,2,2,1990,8.68,9,631,3,8.8
5972,85,0,3,9281,0,0,1965,4,1,3,0,2.5
5973,103,2,3,9282,3,2,1988,7.27,7,77,3,6.9
5974,108,1,2,9283,0,3,1971,8.12,7,52,2,7.7
5975,99,1,2,9285,1,0,1969,4,3,9,0,3.4
5976,91,1,2,9286,3,0,1953,8.11,8,158,0,7.9
5977,105,2,1,9287,1,0,1984,4,5,4,0,4.5
5978,105,0,4,9288,0,3,1990,6.5,4,21,4,5.3
5979,99,2,3,9289,3,1,1992,6.55,6,117,2,6.5
5980,101,0,1,9290,1,3,1993,7.36,7,85,1,7.2
5981,95,0,2,9291,0,1,1973,4.71,6,14,1,5.1
5982,107,0,2,9292,1,1,1955,6,6,10,1,5.8
5983,96,1,2,9293,1,0,1985,5,8,4,2,6.5
5984,108,0,3,9294,1,0,1989,6,5,9,1,5.4
5985,110,1,2,9296,2,0,1993,4.14,5,13,0,4.5
5986,138,1,3,9297,1,3,1992,7.07,7,204,3,7.2
5987,106,1,2,9298,1,3,1987,6.33,6,18,2,6.2
5988,118,1,3,9299,3,3,1992,7,7,132,1,7
5989,108,0,2,9300,2,1,1959,7,7,4,2,7
5990,94,2,2,9301,0,3,1989,8,6,3,2,7
5991,99,0,2,9302,1,0,1967,4,8,3,1,5.8
5992,90,0,1,9303,0,2,1978,7.83,8,99,3,7.8
5993,90,1,2,9304,0,1,1967,4,4,4,2,4
5994,103,0,2,9305,1,0,1972,3,3,9,1,3.1
5995,94,0,0,9308,0,0,1981,3,7,9,2,5.1
5996,94,0,2,9311,0,0,1988,5,5,12,2,4.8
5997,97,0,0,9320,0,0,1969,6,5,6,0,5.6
5998,91,0,0,9323,0,0,1931,7,9,4,0,8
5999,98,1,2,9325,0,0,1985,5.33,6,6,2,5.5
6000,114,0,2,9326,1,1,1984,5.33,6,62,2,5.6
6001,109,1,3,9327,1,2,1993,5.75,6,28,2,5.9
6002,102,0,2,9328,1,0,1992,6.67,6,52,2,6.4
6003,93,0,2,9329,2,0,1992,6,5,13,2,5.5
6004,104,0,2,9330,0,1,1967,6,8,4,2,7.2
6005,112,1,3,9331,1,1,1993,5.92,6,138,3,5.8
6006,115,0,2,9332,1,0,1992,6,6,7,2,5.8
6007,102,1,2,9336,1,0,1953,8.62,8,51,2,8.4
6008,83,0,2,9337,0,2,1931,8,8,52,3,7.9
6009,131,1,2,9338,1,2,1992,8.59,8,482,3,8.5
6010,90,0,2,9339,1,0,1970,3.33,3,7,1,2.9
6011,90,0,2,9340,1,0,1964,6.29,6,21,0,6.3
6012,85,0,2,9341,0,0,1972,4.67,7,52,2,5.9
6013,112,1,2,9342,2,0,1965,4.5,7,18,1,6
6014,110,1,2,9343,2,0,1964,6.8,6,39,0,6.6
6015,143,0,2,9345,0,3,1960,7.75,7,21,2,7.4
6016,90,3,2,9346,2,1,1974,3.4,5,24,1,4
6017,110,0,2,9347,1,2,1992,7.29,8,32,3,7.5
6018,270,0,2,9349,2,0,1971,7.33,5,6,1,6.3
6019,90,0,2,9350,1,0,1958,5.75,6,39,2,6
6020,88,0,2,9351,0,0,1962,6.64,8,84,2,7.2
6021,157,1,3,9352,1,2,1957,7.75,7,33,3,7.3
6022,86,0,1,9355,2,0,1986,6,6,7,1,5.8
6023,97,0,2,9357,0,1,1988,3.5,4,3,0,3.8
6024,95,0,1,9358,0,0,1973,1.67,2,7,0,1.6
6025,107,0,1,9359,0,0,1981,5,6,7,1,5.5
6026,92,0,2,9361,0,1,1983,6,10,3,2,8
6027,100,0,1,9362,0,0,1974,3,3,4,1,2.8
6028,84,0,2,9363,0,0,1938,4.5,6,3,1,5.3
6029,85,0,1,9364,0,0,1978,3.75,5,18,2,4.5
6030,100,3,2,9366,1,2,1955,7.67,8,52,3,7.6
6031,82,0,2,9367,1,1,1940,6.71,7,21,2,7.1
6032,100,1,2,9368,1,1,1992,6.44,6,39,0,6.4
6033,110,1,2,9369,2,1,1993,7.27,7,102,2,7
6034,103,1,4,9370,4,3,1993,7.76,8,316,1,7.8
6035,75,1,2,9371,0,1,1936,7.64,8,48,3,7.9
6036,104,0,2,9372,2,0,1953,6,6,5,0,6
6037,132,1,2,9374,1,3,1991,7,7,87,2,6.9
6038,90,0,2,9376,0,1,1946,6,5,10,2,5.6
6039,86,0,0,9384,0,0,1972,8,7,6,0,7.3
6040,109,1,3,9389,1,0,1993,3.5,7,44,2,5.4
6041,114,2,3,9390,2,0,1993,7.3,7,56,2,7
6042,96,1,2,9391,2,0,1992,4.5,6,11,1,5.3
6043,91,2,3,9392,2,4,1993,7.41,8,168,3,7.6
6044,87,0,2,9393,1,1,1992,4,5,6,1,4.3
6045,99,1,2,9395,1,0,1993,4,5,13,2,4.3
6046,112,0,2,9397,0,2,1993,6,7,8,2,6.5
6047,101,0,3,9398,0,0,1992,7.33,7,53,3,6.9
6048,90,0,1,9399,0,1,1993,6,10,3,2,8
6049,99,0,3,9401,2,0,1974,6,6,3,1,6
6050,98,0,0,9402,0,0,1957,6,4,3,0,5
6051,93,0,1,9403,1,1,1967,6.2,7,27,1,6.4
6052,122,0,3,9404,0,2,1945,7,7,11,3,6.9
6053,165,0,1,9405,0,1,1960,5.5,7,10,1,6.3
6054,122,1,3,9406,0,3,1992,8.56,8,352,3,8.2
6055,120,0,2,9408,0,3,1976,6.29,7,23,2,6.9
6056,92,0,2,9410,0,0,1967,5,4,10,2,4.5
6057,104,2,1,9411,1,3,1973,6,6,9,3,5.9
6058,92,2,2,9412,1,0,1989,2.5,4,13,0,3.2
6059,123,0,2,9413,2,0,1983,3.33,5,31,0,4.2
6060,96,0,2,9417,2,0,1983,6,6,9,1,6.1
6061,108,1,2,9418,1,0,1970,2.75,3,8,0,2.9
6062,90,2,2,9419,1,0,1976,2.67,4,35,0,3.3
6063,110,1,3,9420,1,1,1967,7.8,8,116,3,7.7
6064,102,3,4,9421,3,0,1992,5.71,6,105,4,5.8
6065,132,0,2,9422,2,0,1968,6.33,7,84,1,6.5
6066,91,0,2,9424,1,0,1968,4,5,13,2,4.5
6067,92,1,2,9425,1,1,1968,4.75,6,29,0,5.2
6068,93,1,2,9426,0,2,1953,6,7,11,2,6.3
6069,99,0,0,9427,0,0,1992,2,7,7,2,4.5
6070,119,1,2,9431,1,1,1988,5.77,7,36,1,6.3
6071,83,0,2,9434,3,0,1960,5.5,7,16,0,6.2
6072,110,0,2,9435,2,0,1980,6,6,5,0,5.9
6073,127,0,3,9439,0,4,1993,5.71,7,27,3,6.3
6074,103,0,0,9441,0,0,1942,8,8,3,0,8
6075,98,0,2,9442,1,0,1950,6,6,3,1,6
6076,85,0,0,9445,0,0,1959,6,7,4,0,6.3
6077,108,0,0,9449,0,0,1938,8,,3,0,8
6078,95,1,2,9450,0,0,1992,4,3,4,2,3.7
6079,96,0,2,9452,0,0,1994,4,9,5,2,6.3
6080,75,0,2,9453,2,3,1993,6.78,7,34,1,6.9
6081,99,0,2,9454,0,0,1989,5.78,6,101,4,6.1
6082,84,0,2,9455,0,0,1992,5.17,6,53,2,5.4
6083,69,0,3,9456,3,1,1936,8,8,3,2,7.8
6084,184,1,3,9457,2,4,1962,9,9,233,3,8.8
6085,96,0,3,9458,3,0,1990,6,6,17,2,6.2
6086,100,1,2,9459,2,3,1975,6,6,3,3,6
6087,100,0,2,9460,0,0,1992,4,7,7,1,5.5
6088,92,0,2,9461,2,1,1992,6,7,13,1,6.7
6089,98,0,2,9462,0,2,1992,5.2,6,22,2,5.6
6090,86,0,2,9464,1,0,1983,4.8,5,22,0,4.9
6091,90,0,2,9465,0,0,1973,6,6,3,2,6
6092,87,0,2,9468,1,2,1993,6.09,6,79,2,6.1
6093,90,0,2,9470,2,0,1974,6,6,8,0,6.2
6094,96,0,2,9472,0,0,1986,4,5,3,2,4.5
6095,105,0,3,9474,0,4,1963,8.25,8,138,2,8.2
6096,106,3,4,9475,3,4,1939,8.33,8,31,4,8
6097,95,0,3,9476,0,1,1977,7.18,7,163,3,7.2
6098,95,1,2,9478,3,0,1966,4.67,6,16,2,5.1
6099,181,0,2,9479,0,0,1966,7.7,7,65,3,7.3
6100,113,1,2,9481,0,1,1960,6.5,6,18,2,6.4
6101,94,0,2,9482,1,0,1992,5.33,5,19,1,5.3
6102,110,0,2,9483,2,3,1963,7.64,7,53,2,7.1
6103,100,2,3,9484,2,2,1976,6.33,6,25,2,6.2
6104,45,0,2,9485,1,3,1973,7.58,8,39,2,7.8
6105,95,0,2,9487,0,2,1969,5.75,6,29,2,6
6106,85,0,2,9488,1,0,1946,4,3,4,0,3.5
6107,102,0,2,9489,1,0,1959,4.67,5,16,0,5
6108,111,0,2,9490,2,0,1980,7.75,6,28,1,6.8
6109,100,1,2,9491,0,0,1990,6,7,4,3,6.5
6110,105,0,2,9492,1,0,1969,5.2,6,33,2,5.5
6111,95,0,1,9493,0,0,1994,5,9,5,1,6.8
6112,85,0,2,9495,0,0,1987,3.25,6,50,1,4.6
6113,79,1,3,9497,1,1,1941,7.5,8,16,3,7.7
6114,101,0,2,9499,0,1,1967,6.11,7,20,2,6.5
6115,97,2,3,9500,0,0,1988,4,4,27,2,4
6116,91,0,3,9502,2,2,1976,8.58,8,289,3,8.4
6117,150,0,3,9503,0,2,1970,7.91,8,127,4,7.8
6118,103,0,2,9504,2,0,1984,6,6,8,0,6.2
6119,141,0,2,9506,1,1,1966,7.33,6,12,1,6.6
6120,126,1,1,9508,0,1,1978,5,6,4,1,5.3
6121,113,0,3,9513,1,3,1933,8,7,9,3,7.4
6122,80,0,0,9514,0,0,1956,6,6,5,0,6
6123,104,1,3,9516,3,0,1959,6.5,6,18,0,6.2
6124,95,1,2,9518,1,1,1952,7.43,8,20,2,7.6
6125,95,0,2,9519,0,2,1953,6.63,7,26,1,6.8
6126,120,1,2,9520,2,3,1964,6.58,7,74,2,6.9
6127,102,0,2,9521,3,0,1959,7.25,8,20,2,7.5
6128,120,0,1,9525,0,0,1985,6,5,9,2,5.4
6129,104,1,2,9528,1,0,1992,3,3,22,0,3
6130,98,0,2,9529,2,0,1984,8,7,43,1,7.3
6131,90,0,2,9531,1,2,1992,6.67,7,7,1,6.6
6132,89,1,2,9532,0,0,1985,3.33,4,13,1,3.8
6133,112,2,3,9533,2,2,1980,5.33,6,45,1,5.7
6134,104,1,2,9534,0,0,1991,6,7,4,2,6.7
6135,106,1,2,9536,0,2,1993,6.89,7,40,3,7
6136,100,0,2,9537,0,0,1979,8.25,6,10,3,6.9
6137,111,0,2,9538,0,0,1974,5.83,6,49,2,6
6138,104,2,2,9540,0,0,1972,3.8,5,30,1,4.6
6139,115,1,2,9541,0,2,1959,6.5,7,16,2,6.7
6140,85,1,2,9542,2,0,1942,5,5,6,1,5.1
6141,98,0,1,9543,0,1,1973,3.5,6,11,1,4.8
6142,95,2,2,9544,0,0,1987,2.5,3,10,1,2.9
6143,90,0,0,9545,0,0,1942,8,8,3,0,7.8
6144,84,0,2,9546,0,0,1952,9,8,10,1,8.6
6145,104,1,2,9547,1,1,1959,5.33,6,16,0,5.7
6146,98,1,2,9548,1,0,1936,7.67,7,13,1,7.4
6147,101,0,2,9549,1,0,1992,6,6,12,1,6.2
6148,90,0,1,9551,0,0,1993,4,8,4,1,6
6149,120,1,2,9552,1,2,1972,7.87,7,84,2,7.4
6150,93,0,2,9553,1,0,1961,3,2,3,0,2.5
6151,91,1,3,9554,2,0,1989,6,7,5,2,6.7
6152,90,0,2,9560,0,4,1962,8,7,6,2,7.7
6153,96,0,3,9564,0,1,1948,6,7,7,2,6.3
6154,98,0,0,9565,0,0,1958,6,5,4,0,5.3
6155,99,0,0,9570,0,0,1943,7.33,8,7,0,7.5
6156,106,0,2,9573,0,2,1954,4,6,11,1,5
6157,92,0,2,9574,0,3,1958,7.14,7,24,2,7.2
6158,89,2,2,9575,1,0,1963,5,3,8,0,4.1
6159,112,0,2,9576,0,1,1967,5.6,7,13,2,6.3
6160,87,0,0,9577,0,0,1955,7,7,6,0,6.9
6161,121,0,2,9578,0,1,1993,5.71,7,106,1,6.3
6162,106,1,3,9579,0,1,1994,5.14,6,53,2,5.4
6163,100,2,3,9580,2,1,1976,3.75,3,16,2,3.4
6164,104,0,2,9581,0,0,1953,6.8,7,19,2,6.9
6165,92,0,1,9584,0,0,1988,1.5,5,4,1,3
6166,88,1,3,9588,2,2,1968,6.15,7,53,1,6.4
6167,98,1,4,9589,0,3,1959,5,7,9,4,5.8
6168,95,1,2,9590,2,0,1994,3.4,3,54,0,3.1
6169,95,1,2,9591,0,1,1989,6,7,3,1,6.5
6170,124,0,3,9592,0,0,1992,6.36,6,90,2,6.4
6171,87,1,2,9593,0,2,1993,5.91,7,65,3,6.2
6172,119,0,2,9594,1,2,1990,6.65,6,72,3,6.5
6173,85,0,2,9595,1,0,1966,3,4,6,1,3.5
6174,94,0,0,9597,0,0,1960,6,4,3,0,5
6175,212,0,2,9598,0,2,1960,6.5,6,36,2,6.4
6176,104,0,2,9600,0,0,1990,6,6,14,2,5.8
6177,125,0,2,9601,1,0,1988,6,7,4,2,6.7
6178,110,0,2,9602,0,0,1975,4,5,8,2,4.6
6179,139,0,2,9606,1,1,1991,8,7,6,3,7.3
6180,116,1,2,9608,2,0,1991,7.17,7,142,2,7.1
6181,97,1,2,9609,2,0,1991,6,6,17,0,5.8
6182,98,0,3,9610,0,4,1970,7.78,7,75,2,7.3
6183,90,0,2,9611,0,0,1988,3,6,47,1,4.5
6184,96,0,2,9612,0,2,1940,6,5,4,1,5.7
6185,201,2,3,9614,2,4,1992,7.11,7,135,4,7.2
6186,95,0,2,9615,0,1,1950,6.75,7,10,3,7
6187,144,0,2,9616,1,1,1993,6.76,7,123,1,6.7
6188,95,4,3,9617,2,2,1992,4.2,5,42,3,4.6
6189,192,0,2,9618,0,0,1960,6.38,7,60,2,6.5
6190,98,1,2,9619,1,0,1953,6.17,7,23,0,6.3
6191,90,0,2,9620,1,0,1978,8,,4,1,8
6192,92,1,3,9622,1,1,1987,6.7,7,121,3,6.8
6193,102,0,2,9625,1,0,1990,5,4,3,1,4.5
6194,98,1,2,9626,3,1,1991,6.67,7,28,2,6.7
6195,114,1,3,9627,0,1,1970,8,7,56,3,7.7
6196,100,0,2,9628,2,0,1991,5.86,6,63,1,5.8
6197,106,0,0,9629,0,0,1980,6,7,3,0,6.3
6198,107,0,2,9636,2,0,1957,8,7,5,1,7.6
6199,129,0,0,9638,0,0,1980,6,5,3,0,5.5
6200,76,0,0,9640,0,0,1949,6,6,3,0,6
6201,128,0,3,9643,2,1,1964,7.5,7,10,0,7
6202,93,0,3,9647,0,1,1983,5.82,6,65,3,5.9
6203,97,0,2,9648,0,2,1955,7.75,7,20,2,7.5
6204,105,1,2,9650,2,0,1978,6,6,12,2,6
6205,78,0,2,9654,0,0,1951,5.33,6,21,2,5.9
6206,120,0,2,9655,1,0,1974,5,7,35,2,5.8
6207,83,0,2,9656,0,1,1958,6,7,9,2,6.4
6208,100,1,2,9657,1,0,1993,5.13,6,41,0,5.8
6209,112,1,2,9658,0,3,1964,7,7,56,1,7.2
6210,105,0,3,9659,0,4,1990,7,7,31,3,6.8
6211,101,0,2,9660,0,0,1991,6,6,11,2,6.1
6212,105,0,2,9662,0,0,1993,4,5,5,2,4.4
6213,107,1,2,9663,0,0,1993,4.4,5,22,2,4.9
6214,140,0,2,9664,0,3,1993,5.71,6,108,2,6.1
6215,121,0,3,9665,3,2,1941,6.5,8,3,2,7.3
6216,41,0,3,9666,1,3,1933,8.69,8,67,1,8.4
6217,155,3,3,9668,2,2,1976,8.45,8,265,3,8.2
6218,91,0,2,9670,0,0,1993,4,10,3,2,7
6219,127,0,2,9672,0,2,1942,5,9,3,2,7
6220,109,0,3,9673,0,1,1969,7.29,6,48,3,6.8
6221,100,1,2,9674,0,3,1991,7,6,11,3,6.7
6222,125,0,2,9675,0,2,1988,6,6,7,2,6.1
6223,101,1,2,9676,1,0,1990,6,3,5,1,4.4
6224,104,1,2,9677,0,0,1988,4,6,5,2,4.9
6225,95,2,2,9678,0,0,1991,4.75,5,9,3,5
6226,90,0,2,9681,1,0,1994,6,9,3,1,7.5
6227,97,1,4,9682,1,3,1972,8.29,8,242,4,8.1
6228,90,0,0,9683,1,0,1966,5.33,6,19,0,5.6
6229,135,1,2,9686,1,1,1992,6.67,6,55,2,6.5
6230,116,0,3,9687,0,2,1989,7,7,105,2,6.8
6231,110,0,2,9688,1,0,1975,7,6,16,2,6.5
6232,87,0,2,9690,2,0,1992,5.63,6,64,0,5.6
6233,104,0,3,9691,3,2,1969,7.67,7,47,1,7.2
6234,83,0,0,9692,0,0,1937,8,7,10,0,7.5
6235,76,0,0,9695,0,0,1975,4,6,3,0,5
6236,105,0,2,9696,0,1,1965,6,6,7,2,5.8
6237,82,0,1,9697,0,0,1955,4,5,9,2,4.4
6238,114,0,3,9698,0,2,1984,5.93,6,83,3,6.1
6239,100,0,2,9700,0,2,1983,7.56,7,126,3,7.4
6240,90,0,0,9702,0,0,1971,6,7,4,0,6.3
6241,94,0,2,9706,2,0,1975,5.67,7,9,1,6.3
6242,104,1,2,9707,1,0,1969,4.8,5,14,0,4.8
6243,96,1,2,9708,1,1,1969,5.57,5,27,2,5.5
6244,99,2,3,9711,0,0,1992,6,6,7,3,6
6245,104,0,2,9712,0,2,1957,7.33,7,9,2,7.3
6246,116,1,2,9714,1,0,1953,7.13,7,42,2,7
6247,146,2,1,9716,0,1,1976,7.96,8,198,1,7.8
6248,109,0,2,9717,0,2,1955,6,7,5,2,6.3
6249,92,0,2,9721,1,0,1954,6.5,9,3,0,7.8
6250,90,1,2,9723,1,1,1990,7.3,7,40,3,7.2
6251,90,0,2,9724,0,0,1964,3,4,7,1,3.4
6252,92,0,2,9725,0,0,1967,5.33,6,12,1,5.6
6253,101,0,3,9727,0,0,1969,6.75,7,16,3,6.8
6254,106,1,2,9728,1,0,1993,6.75,7,116,1,6.7
6255,90,0,2,9729,1,3,1993,8,7,74,2,7.7
6256,104,0,2,9730,0,0,1993,4.75,5,46,2,4.7
6257,79,0,0,9731,0,0,1993,6,7,3,1,6.5
6258,95,2,2,9733,1,0,1973,6.58,7,48,0,6.8
6259,90,0,2,9734,2,0,1958,4.33,6,5,0,5.2
6260,96,1,2,9736,0,0,1968,3,9,4,0,6
6261,103,2,3,9737,1,2,1966,6,7,47,2,6.6
6262,95,0,0,9738,0,0,1974,3.33,4,9,0,3.8
6263,101,1,3,9739,1,2,1976,6.22,6,31,3,6.3
6264,85,0,0,9740,0,0,1951,4,8,4,0,6
6265,96,0,1,9744,2,0,1967,3.67,5,15,0,4.1
6266,106,0,2,9745,1,0,1993,6,6,9,2,5.9
6267,95,0,3,9746,1,3,1935,8,8,11,2,7.9
6268,96,0,1,9748,1,3,1973,7.64,7,33,2,7.5
6269,114,0,1,9749,0,0,1979,4,5,18,1,4.6
6270,110,0,2,9751,0,0,1993,6,5,120,1,5.7
6271,88,1,3,9752,3,1,1988,6.83,7,31,0,6.9
6272,108,0,0,9753,0,0,1980,8,8,3,0,8
6273,105,0,0,9755,0,2,1994,4,10,4,0,7
6274,76,0,0,9756,0,0,1956,6,5,3,0,5.5
6275,104,2,3,9759,2,2,1942,8,8,3,1,7.8
6276,90,0,2,9764,0,0,1984,3,6,4,2,4.3
6277,144,0,3,9766,1,3,1969,8.1,8,45,3,7.9
6278,84,0,1,9767,0,1,1950,8.33,8,24,1,8
6279,118,0,2,9768,0,2,1945,5.67,7,9,0,6.2
6280,88,0,2,9769,1,0,1987,6,5,15,0,5.3
6281,88,0,2,9771,0,0,1992,4.5,5,16,1,4.8
6282,102,0,2,9772,0,3,1994,8,7,47,3,7.7
6283,110,1,2,9773,1,3,1989,5.83,6,12,2,5.7
6284,92,0,3,9774,3,1,1932,8,9,4,2,8.3
6285,140,3,3,9775,2,3,1979,7,6,50,3,6.6
6286,145,1,2,9776,1,2,1993,5.14,6,120,3,5.8
6287,80,0,2,9777,1,0,1993,4,5,57,1,4.3
6288,95,0,2,9779,0,0,1993,4.5,5,49,1,4.8
6289,110,0,2,9780,0,2,1988,6,5,10,2,5.4
6290,153,1,2,9781,0,2,1961,6.5,7,27,2,6.8
6291,92,0,2,9782,0,2,1972,6,8,5,1,6.9
6292,102,0,2,9784,0,0,1991,6,5,10,2,5.3
6293,167,1,2,9788,0,3,1987,7.67,7,207,2,7.6
6294,150,0,2,9789,0,3,1987,8,8,6,2,8
6295,95,2,2,9790,1,0,1990,4,4,4,0,4
6296,135,0,3,9791,0,0,1981,8,8,20,2,8.1
6297,75,0,2,9792,0,0,1965,2.67,2,6,1,2.2
6298,91,0,1,9793,0,0,1986,2.33,6,4,2,4.2
6299,72,0,1,9795,1,0,1977,2,4,5,0,3
6300,90,0,2,9798,0,1,1954,5.33,5,6,1,5.3
6301,100,0,2,9800,1,2,1963,6.8,7,30,0,6.8
6302,103,0,2,9801,0,0,1950,7,6,21,1,6.7
6303,97,0,2,9802,0,0,1952,6.33,7,10,2,6.7
6304,99,0,2,9803,0,3,1990,7,7,15,2,6.9
6305,104,0,2,9804,0,1,1969,6,5,11,2,5.3
6306,120,0,1,9805,0,0,1993,4,10,3,1,7
6307,91,0,2,9806,1,0,1991,3.67,5,33,0,4.5
6308,85,1,2,9808,1,2,1960,7.18,8,48,1,7.5
6309,88,0,2,9809,0,0,1992,2.5,2,8,1,2.3
6310,91,0,2,9811,2,0,1991,3,4,15,1,3.5
6311,112,0,3,9812,2,0,1991,6,6,48,2,6
6312,100,1,3,9813,1,3,1977,8,8,224,3,8
6313,94,1,2,9814,0,1,1993,6,8,9,2,7
6314,125,1,2,9816,2,4,1976,8.57,8,299,4,8.5
6315,105,1,2,9818,1,0,1980,5.5,7,12,1,6.4
6316,108,0,3,9819,3,2,1993,5.73,5,127,1,5.5
6317,90,0,3,9820,0,0,1979,4.67,5,40,3,4.9
6318,91,0,2,9821,0,0,1957,6,7,13,2,6.3
6319,113,2,1,9823,0,0,1986,4,4,13,0,3.9
6320,108,0,2,9824,2,0,1967,4.2,5,11,0,4.4
6321,189,0,2,9825,0,1,1971,6.67,6,17,2,6.5
6322,82,0,0,9828,0,0,1960,6,7,3,0,6.3
6323,84,0,2,9830,0,2,1982,6,5,16,2,5.4
6324,100,0,0,9831,0,0,1980,6,8,3,0,7
6325,107,1,3,9838,3,1,1971,6,6,37,1,6.2
6326,101,0,2,9839,0,0,1972,6,5,7,2,5.7
6327,138,0,3,9840,1,2,1937,8,8,3,2,7.8
6328,102,0,2,9842,0,0,1991,6,5,8,2,5.4
6329,90,0,2,9843,1,0,1983,6,6,7,0,5.8
6330,130,3,2,9844,0,2,1992,7.87,8,459,3,7.9
6331,105,1,2,9845,1,0,1973,6,8,5,2,7
6332,100,0,2,9850,0,1,1954,5.33,6,12,1,5.7
6333,90,1,2,9851,2,0,1959,5.67,7,7,1,6.1
6334,108,0,2,9852,1,0,1961,4.5,5,9,0,4.6
6335,112,0,2,9853,1,1,1993,6,5,56,2,5.7
6336,95,0,1,9854,0,2,1969,8.25,7,17,0,7.5
6337,108,1,2,9855,1,3,1970,6.89,7,40,2,6.9
6338,109,1,2,9856,0,1,1983,7,5,10,1,6.2
6339,95,0,1,9858,1,0,1964,3.33,8,4,0,5.7
6340,105,3,3,9859,1,1,1980,7.81,8,226,3,7.7
6341,87,0,2,9860,1,0,1991,6,6,8,1,5.9
6342,91,0,2,9861,0,0,1989,6,8,3,2,6.8
6343,116,0,2,9863,1,2,1985,7.33,7,96,0,7.2
6344,120,1,2,9864,0,4,1982,7.3,6,53,2,6.8
6345,90,0,2,9865,0,2,1992,4,10,3,2,7
6346,100,0,0,9868,0,0,1988,6,6,3,0,6
6347,90,0,0,9869,0,0,1938,6.5,8,3,0,7.3
6348,104,0,0,9874,0,0,1943,6,7,3,0,6.3
6349,90,0,2,9879,0,0,1953,6,6,6,2,6.2
6350,91,0,2,9882,1,1,1951,4.75,5,7,1,4.7
6351,164,0,1,9883,1,2,1993,5.2,6,50,2,5.6
6352,99,1,3,9884,1,3,1994,7.88,8,183,3,8.1
6353,121,0,2,9885,1,0,1992,6,7,9,2,6.4
6354,113,0,4,9887,1,4,1993,7.5,7,303,4,7.5
6355,101,0,2,9888,1,0,1991,8,6,5,1,6.8
6356,92,0,0,9889,0,0,1972,7.67,7,13,0,7.2
6357,103,0,2,9891,0,0,1975,4.67,6,8,2,5.2
6358,94,1,2,9892,0,0,1990,3,3,9,1,3.1
6359,120,0,0,9893,0,0,1986,7,10,3,0,8.5
6360,86,0,2,9894,1,0,1964,3,5,8,1,4.1
6361,160,0,2,9895,0,2,1993,6,6,8,2,5.8
6362,100,0,3,9896,3,0,1993,7.89,7,74,2,7.7
6363,110,1,2,9897,0,2,1956,6.33,6,23,2,6.4
6364,109,0,2,9898,0,0,1993,5.67,6,63,2,5.8
6365,141,1,3,9899,1,2,1993,8.85,9,472,4,8.8
6366,89,0,3,9900,3,0,1993,6.56,7,101,1,6.8
