,duration,erotism,rhythm,filmtv_id,humor,effort,year,critics_vote,public_vote,total_votes,tension,avg_vote
15481,142,0,2,25128,0,2,2000,8,7,9,1,7.6
15482,245,0,2,25130,1,1,1964,7,7,10,0,6.8
15483,84,0,2,25131,1,0,2000,2,4,4,0,3
15484,105,0,3,25132,1,5,2003,7.63,7,219,3,7.5
15485,85,0,2,25134,0,4,2003,7.78,7,41,3,7.4
15486,119,3,1,25137,0,3,2003,7.55,6,45,1,6.8
15487,122,0,2,25139,0,3,2003,4.67,7,12,2,5.7
15488,106,0,2,25140,0,1,2003,4,4,6,1,3.9
15489,104,2,2,25141,0,2,2003,6.5,6,59,3,6.1
15490,116,1,3,25143,3,2,2003,7.21,7,241,2,7.3
15491,120,0,2,25144,0,4,2002,6.33,7,48,3,6.6
15492,85,0,2,25145,0,0,2001,6,8,3,2,6.8
15493,84,0,2,25147,1,0,1998,6.25,6,25,1,6
15494,100,0,2,25149,1,0,1988,6,4,4,2,5
15495,94,0,2,25150,0,0,1962,4,5,9,1,4.3
15496,107,1,2,25151,2,1,1996,8,8,6,1,8
15497,110,0,2,25153,0,1,1965,5.2,6,16,2,5.5
15498,80,1,2,25154,0,0,1995,3,5,6,2,4
15499,92,0,2,25155,0,4,1950,7,7,18,3,6.9
15500,125,1,2,25156,0,3,2003,6.71,7,341,3,6.8
15501,92,1,2,25159,0,2,2003,6.43,7,35,2,6.6
15502,92,0,2,25160,0,2,2003,5.8,6,71,1,5.8
15503,94,2,2,25161,2,0,2003,7.33,6,17,1,6.8
15504,96,1,1,25162,1,3,2003,7.44,7,66,1,7.3
15505,82,2,1,25163,1,4,2003,8,8,43,0,8.2
15506,105,0,2,25164,0,3,2003,6.91,7,92,2,7.1
15507,108,1,2,25166,3,2,2003,7.08,7,197,0,6.9
15508,106,1,2,25167,0,1,2003,4.82,5,106,1,5.1
15509,130,3,2,25168,1,3,2003,6.03,6,359,1,6.3
15510,100,1,3,25169,3,0,2003,6.48,6,262,1,6.3
15511,94,2,2,25170,2,2,2003,6.75,6,42,1,6.5
15512,117,0,2,25171,0,0,2003,4,4,21,1,3.9
15513,95,0,2,25172,3,0,2003,7,7,151,0,7.1
15514,110,1,2,25173,2,0,2003,4.83,5,185,2,5.1
15515,101,0,3,25174,1,0,2003,5.38,5,179,0,5.4
15516,116,0,3,25175,1,0,2003,7.05,7,251,2,6.9
15517,85,0,2,25176,1,0,2003,3.5,3,50,0,3.5
15518,100,0,2,25180,3,2,2003,7.43,8,71,1,7.5
15519,105,1,2,25181,3,2,2003,7.15,7,449,2,7.2
15520,108,0,2,25184,2,1,2003,6,6,13,0,6.1
15521,131,0,2,25185,1,2,1960,7,8,20,1,7.4
15522,96,0,0,25186,0,0,2003,,8,4,0,8
15523,46,0,2,25187,0,2,1980,6,3,6,0,4.5
15524,113,0,2,25188,1,1,2003,4.4,6,39,1,5
15525,97,2,3,25189,2,4,1964,7.43,8,88,2,7.7
15526,112,0,0,25190,0,0,2003,8,7,15,0,7.6
15527,90,0,2,25191,0,0,2001,6,4,4,2,5
15528,103,0,0,25193,0,0,2003,7,5,3,0,6
15529,90,1,3,25194,1,2,2003,7,7,49,1,7.2
15530,97,0,1,25196,1,2,2003,4,6,6,0,4.8
15531,88,0,2,25197,2,1,2003,6.14,7,38,0,6.3
15532,109,0,2,25198,2,0,2003,6.67,6,8,0,6.1
15533,103,0,2,25200,1,0,2003,2.5,5,33,0,3.6
15534,86,0,2,25201,0,0,1963,4,3,6,1,3.5
15535,97,1,2,25202,0,1,1997,6.67,7,17,4,6.8
15536,90,0,2,25203,0,0,2001,4,4,4,1,4.2
15537,95,0,1,25206,0,3,2003,7,6,6,1,6.5
15538,106,1,3,25209,1,1,2003,7,6,28,1,6.7
15539,74,0,2,25215,0,4,1962,7.8,7,12,1,7.6
15540,86,0,2,25216,0,0,2003,6,4,22,1,4.8
15541,101,1,2,25217,0,0,2003,5.5,6,15,2,5.9
15542,89,1,2,25218,0,0,2002,5,5,39,2,5
15543,86,0,1,25219,2,0,2002,4.33,5,7,0,4.8
15544,90,0,2,25220,1,0,2002,4,5,12,1,4.4
15545,93,0,2,25221,1,0,2003,3.33,4,25,0,3.8
15546,120,0,2,25223,0,2,2002,8,9,3,0,8.3
15547,90,0,2,25224,0,2,2002,8,6,4,0,7.2
15548,90,0,2,25225,0,2,2003,6.5,7,25,0,6.9
15549,90,0,2,25226,0,2,2002,6.67,8,30,0,7.3
15550,90,0,2,25227,0,2,2002,8,7,7,0,7.7
15551,117,0,2,25228,2,1,2003,6,6,35,1,5.8
15552,93,2,2,25230,1,1,2003,4.5,4,5,1,4.3
15553,100,1,2,25231,0,2,2002,6.17,6,46,1,6
15554,97,2,2,25232,1,1,2001,6,7,12,2,6.4
15555,95,2,1,25233,1,1,2002,4,3,4,1,3.5
15556,103,0,2,25234,0,2,2001,7,7,5,3,6.8
15557,97,0,2,25235,1,0,2003,5,6,71,1,5.4
15558,82,1,2,25238,1,0,2000,4,4,7,0,4.1
15559,120,0,4,25239,2,1,1997,7.56,8,163,3,8
15560,140,0,2,25240,0,0,2002,6,5,10,3,5.5
15561,100,0,2,25243,0,0,1959,6,6,7,2,5.9
15562,89,0,2,25244,0,0,1966,4,5,5,1,4.4
15563,123,1,1,25247,1,0,2002,4,4,9,0,4.1
15564,96,0,2,25250,0,0,2002,6,7,3,2,6.5
15565,70,0,2,25252,0,0,1966,8,8,8,0,8.1
15566,91,0,2,25254,0,0,1970,7.33,7,7,2,7.3
15567,95,1,2,25255,0,0,2001,4,5,4,2,4.7
15568,143,0,3,25257,2,0,2003,7.04,7,475,1,7
15569,95,0,2,25258,0,0,2000,6,7,3,2,6.5
15570,90,0,0,25259,0,0,2002,6,7,5,0,6.3
15571,111,0,3,25261,0,2,1999,7.33,7,24,2,7.3
15572,89,1,2,25262,0,0,2002,5,6,12,1,5.3
15573,67,0,3,25263,0,3,2003,7,7,5,1,6.8
15574,94,2,2,25264,2,1,2002,6.29,6,162,2,6
15575,127,0,3,25265,1,0,1980,8.5,7,89,2,7.9
15576,136,1,4,25266,2,0,1983,7.67,8,73,4,7.9
15577,99,1,2,25270,0,0,1998,6,5,5,1,5.5
15578,104,0,2,25271,0,0,2000,4,5,4,1,4.3
15579,83,0,2,25273,1,0,2000,3.67,5,18,0,4.1
15580,93,0,2,25274,0,0,1974,3,4,3,1,3.5
15581,91,0,2,25275,0,0,2000,6,7,3,2,6.5
15582,94,1,2,25277,1,0,1972,2.5,4,18,0,3.4
15583,84,0,2,25278,2,0,1952,8.5,8,30,0,8.4
15584,90,0,0,25279,0,0,1958,6,8,5,0,6.8
15585,120,0,0,25280,0,0,1960,6,8,8,0,7.1
15586,107,0,1,25281,0,2,1984,7,6,3,0,6.5
15587,121,0,0,25282,0,0,1938,8.2,8,24,0,8.3
15588,137,0,2,25284,0,0,1993,5,6,16,1,5.6
15589,75,0,2,25286,1,0,2003,6,7,14,1,6.4
15590,96,0,3,25288,1,0,1967,7.33,6,12,0,6.7
15591,114,0,2,25289,0,2,1964,9,8,17,1,8.4
15592,100,0,2,25290,0,2,1999,6,8,6,0,6.8
15593,94,1,2,25291,0,1,2003,4,6,4,1,5
15594,186,0,2,25293,0,3,2001,8,7,3,0,7.3
15595,105,1,2,25295,0,0,1997,6.67,5,14,0,5.7
15596,90,1,2,25297,0,0,1974,4,4,3,1,4
15597,98,0,2,25298,0,1,2001,6,5,3,2,5.5
15598,114,1,2,25299,2,0,2002,6.5,4,19,0,5.5
15599,99,0,2,25300,0,0,2000,4.5,6,30,1,5.3
15600,110,1,2,25301,1,1,2003,5.08,6,257,1,5.4
15601,90,0,0,25302,0,0,1938,8.25,8,23,0,8.4
15602,114,0,1,25303,0,3,1934,7,8,20,0,7.3
15603,91,2,2,25304,0,0,2003,3.33,5,13,1,4
15604,95,0,2,25305,1,0,2003,3.6,4,47,0,3.7
15605,76,0,2,25306,2,0,2002,6,6,10,1,5.8
15606,95,2,2,25307,0,1,2003,4.8,5,21,1,4.9
15607,123,0,2,25309,0,3,1985,8.53,8,79,3,8.5
15608,111,1,3,25310,1,3,1968,7.86,8,43,2,7.8
15609,92,0,2,25311,0,0,2001,4,4,30,1,3.8
15610,80,0,2,25312,0,0,1962,3,5,5,1,3.8
15611,47,0,3,25314,3,0,1967,6,8,4,0,7
15612,102,0,2,25315,0,0,1984,5,6,31,2,5.4
15613,95,0,2,25317,0,0,1999,6.83,6,40,3,6.3
15614,98,0,2,25318,0,0,1993,4,4,5,2,3.8
15615,110,0,2,25319,1,1,2002,5.43,6,76,0,5.6
15616,80,1,2,25320,1,3,1980,8.86,8,23,2,8.4
15617,91,0,2,25321,0,0,2002,3,4,72,1,3.5
15618,80,0,2,25324,0,3,1973,7,6,10,0,6.7
15619,108,1,2,25325,2,1,2002,6.85,7,86,1,6.9
15620,75,0,2,25326,0,3,1968,8.25,8,13,2,8
15621,135,0,2,25327,0,3,1972,8.71,8,29,1,8.5
15622,97,0,2,25330,2,0,1999,5,4,11,1,4.4
15623,90,0,2,25331,0,2,1970,6,5,8,2,5.4
15624,110,2,2,25332,1,1,2001,7,7,4,1,7
15625,47,0,2,25333,3,0,1967,5,8,8,0,6.4
15626,109,1,2,25335,0,0,1999,6,7,3,1,6.3
15627,94,0,2,25337,0,0,2002,5.33,5,9,2,5.3
15628,67,0,2,25340,0,0,1940,7,6,6,3,6.5
15629,102,0,0,25341,0,0,1983,8,7,12,0,7.4
15630,71,0,2,25342,0,0,1942,8,5,3,3,6.5
15631,94,1,2,25343,0,3,2003,7,7,20,2,7.2
15632,95,1,2,25344,0,0,2003,4.67,6,24,1,5.1
15633,90,0,3,25345,2,1,2003,5.44,6,67,2,5.9
15634,60,1,2,25346,1,3,1980,8.4,9,13,2,8.6
15635,97,1,3,25347,3,0,2003,6.18,6,126,1,6.1
15636,80,2,2,25348,1,0,1981,3.33,5,6,0,4.3
15637,103,0,2,25349,1,0,1980,6,7,5,1,6.5
15638,75,0,1,25351,0,4,1952,7,7,7,0,7
15639,94,0,2,25355,0,0,1999,6,8,6,2,7
15640,118,0,2,25356,0,0,1998,5,6,9,2,5.7
15641,74,0,2,25357,0,0,1950,4,4,6,1,4.1
15642,121,1,2,25358,1,0,1996,7,7,13,2,7.1
15643,100,0,2,25359,0,0,1967,3,10,3,1,6.5
15644,92,1,1,25360,1,0,1982,6,6,8,1,5.9
15645,111,1,4,25361,1,4,1971,7.7,8,126,4,7.6
15646,87,0,2,25362,0,0,1972,4.67,6,24,2,5.1
15647,84,0,2,25363,1,0,1937,7,8,4,0,7.3
15648,95,0,1,25366,1,2,2003,4,6,8,1,5
15649,100,0,2,25368,0,0,1973,6.33,5,11,2,5.6
15650,100,1,2,25369,1,1,2002,4,4,11,1,4.1
15651,68,0,3,25370,0,0,2003,6,7,30,1,6.4
15652,98,0,2,25371,0,2,2003,6.2,7,70,2,6.4
15653,97,1,2,25372,2,1,2003,5.33,6,113,2,5.6
15654,58,1,2,25373,1,3,1980,9,9,12,2,9
15655,93,0,2,25375,2,2,2003,6,7,6,3,6.3
15656,98,1,3,25376,2,1,2002,7.33,7,20,2,7.3
15657,147,1,2,25377,1,0,2003,4.67,5,113,1,4.7
15658,85,0,2,25379,1,0,1994,4,4,5,2,4.1
15659,47,0,3,25380,3,0,1967,6,7,8,0,6.4
15660,47,0,3,25381,3,0,1967,5,7,8,0,6.1
15661,47,0,3,25382,3,0,1967,5.33,8,10,0,6.5
15662,47,0,2,25385,2,0,1967,5,6,10,0,5.7
15663,93,0,2,25386,1,0,1998,5,5,3,0,5
15664,94,0,2,25388,1,0,2001,2.5,5,14,0,4
15665,94,0,2,25389,0,0,2002,4,3,5,2,3.6
15666,100,0,2,25390,0,0,2002,6,6,13,2,6.2
15667,97,0,0,25392,0,0,1999,,5,4,0,4.8
15668,107,0,2,25394,0,2,1948,7.86,8,72,3,7.9
15669,115,1,3,25397,1,1,1989,7.2,6,54,3,6.8
15670,73,0,2,25400,0,2,2000,8,7,13,0,7.7
15671,94,1,2,25401,0,0,1987,6.87,7,150,3,7.2
15672,91,0,2,25402,0,0,2000,4,6,5,2,4.8
15673,87,2,2,25403,1,2,2003,4,4,6,1,4
15674,94,0,2,25404,1,0,2001,6,6,10,0,5.8
15675,93,0,2,25406,0,0,2002,4,5,14,2,4.7
15676,112,0,0,25408,0,0,1995,,6,5,0,6.2
15677,100,1,2,25412,1,2,2003,7.14,7,82,1,7
15678,117,0,2,25413,0,0,2003,4,4,114,1,4.2
15679,102,0,0,25414,0,0,1966,,8,5,0,8.2
15680,90,0,3,25415,2,2,2003,6.76,7,234,1,6.8
15681,93,0,2,25417,0,0,1997,4,6,3,2,4.8
15682,175,0,2,25420,0,0,2000,6,6,6,2,5.8
15683,103,0,3,25421,2,0,1990,7,6,28,0,6.5
15684,86,0,2,25423,0,0,2003,6,4,10,1,5.1
15685,195,0,2,25426,0,4,2001,7.67,7,12,2,7.2
15686,140,0,2,25427,0,1,2003,5.6,6,57,1,5.8
15687,98,0,3,25428,0,1,2003,6.67,6,103,2,6.4
15688,90,0,2,25429,1,1,2003,4.33,5,38,0,4.8
15689,92,0,2,25430,1,0,2003,3.86,5,67,0,4.2
15690,90,1,2,25431,2,0,2003,3.78,5,42,0,4.2
15691,120,0,2,25433,1,0,1999,6,6,4,0,6
15692,80,0,2,25434,0,0,1962,4,3,4,1,3.5
15693,105,0,2,25435,0,2,1954,7.6,7,21,2,7.2
15694,99,0,2,25438,0,0,1986,6.5,6,9,2,6.5
15695,119,0,2,25441,0,2,2003,6,7,11,0,6.6
15696,95,0,0,25444,0,0,1991,6,7,4,0,6.7
15697,107,1,2,25446,1,0,1944,7.25,7,18,0,7.1
15698,128,0,0,25447,0,0,1961,6,8,4,0,7
15699,88,0,0,25448,0,0,1941,6,7,6,0,6.5
15700,98,0,0,25449,0,0,1951,4,5,8,0,4.5
15701,118,0,0,25450,0,0,1942,6.8,8,23,0,7.4
15702,105,0,0,25451,0,0,1977,6,7,20,0,6.4
15703,90,0,2,25452,3,1,1974,7.27,7,95,0,7.4
15704,96,0,2,25454,1,0,1965,5.67,6,38,1,5.8
15705,89,1,1,25455,2,0,1979,7,7,12,0,7.2
15706,90,0,0,25456,0,0,2002,,7,5,0,7
15707,90,0,2,25457,0,0,2003,5.33,4,11,2,4.7
15708,105,0,2,25460,2,0,1962,8,6,4,1,7.2
15709,99,0,2,25462,1,0,2002,4,5,36,0,4.3
15710,74,0,0,25463,0,0,2003,,6,4,0,5.8
15711,92,0,2,25465,0,0,2003,3,5,10,0,3.8
15712,110,1,2,25466,0,0,2003,4,6,14,1,5
15713,61,0,1,25467,0,2,2000,8,8,8,0,7.8
15714,124,0,3,25468,3,3,1960,8.1,8,38,1,8
15715,60,0,2,25469,2,2,1929,6,6,9,1,6
15716,129,0,2,25470,0,1,2003,4.64,6,322,2,5.2
15717,90,0,2,25471,0,0,1963,4.33,5,8,1,4.9
15718,75,0,2,25472,0,0,2003,6,4,3,1,5
15719,95,0,3,25473,2,0,1976,5.11,6,52,2,5.6
15720,90,0,2,25474,0,0,2001,6,5,3,2,5.3
15721,96,2,2,25475,0,0,1999,6,7,29,1,6.4
15722,100,1,2,25477,2,1,2003,4,6,3,0,5
15723,89,0,0,25478,0,0,1988,6,4,6,0,5.2
15724,91,0,2,25479,0,0,1989,6,5,5,2,5.6
15725,105,0,0,25480,0,0,1997,,8,5,0,7.6
15726,88,2,1,25481,3,1,1987,1,3,21,0,2
15727,93,0,0,25482,0,0,1965,8,7,10,0,7.3
15728,95,0,2,25484,1,0,1961,3.5,1,3,0,2.3
15729,105,0,0,25485,0,0,1971,3,3,3,0,3
15730,70,0,0,25486,0,0,1978,7,6,9,0,6.3
15731,91,0,0,25489,0,0,1999,6,7,4,0,6.5
15732,90,0,0,25492,0,0,1974,3,2,3,0,2.5
15733,98,0,2,25493,0,0,2000,2,5,4,2,3.5
15734,99,0,2,25495,0,0,2001,6,7,5,2,6.6
15735,92,0,0,25496,0,0,1985,5.5,6,13,0,5.6
15736,92,0,3,25498,1,1,1978,8,6,8,3,7.2
15737,75,0,2,25501,1,1,1959,7.5,7,139,3,7.4
15738,103,1,2,25507,0,0,1998,4,5,3,2,4.5
15739,87,0,2,25508,1,1,2003,5.75,6,29,0,5.6
15740,93,1,3,25512,2,1,1974,7,6,8,2,6.6
15741,90,0,2,25513,2,1,2003,6.57,7,51,0,6.7
15742,94,0,2,25514,1,3,2003,5,6,10,2,5.5
15743,93,0,2,25515,0,2,2003,6.8,6,24,2,6.5
15744,122,2,2,25516,1,1,2003,3.5,4,49,1,3.8
15745,85,0,3,25517,3,0,2003,6.86,7,52,2,6.8
15746,135,1,1,25518,2,1,2003,6.17,6,229,0,6.3
15747,104,1,2,25519,2,1,2002,6.89,7,60,2,6.8
15748,92,1,3,25520,1,1,1967,8.14,8,59,2,8.1
15749,113,1,3,25521,1,1,2001,6.67,6,23,2,6.5
15750,103,1,3,25522,3,0,1998,4.25,6,17,0,5.3
15751,94,0,2,25524,0,0,2000,5,5,23,2,5
15752,91,0,2,25525,1,0,2000,5,6,6,0,5.3
15753,129,1,3,25528,2,3,2002,7.77,8,171,3,7.7
15754,98,0,2,25529,2,0,2000,7,5,7,0,6.1
15755,95,1,2,25533,1,1,1996,4,3,5,1,3.3
15756,90,0,2,25535,0,0,1995,4,4,4,1,4
15757,81,0,2,25537,1,0,2001,6,6,3,0,6
15758,102,2,3,25538,2,1,1987,7,7,77,2,6.8
15759,108,1,2,25540,1,1,1977,4,6,5,0,4.8
15760,91,0,2,25541,0,0,1961,2,4,10,1,3.2
15761,104,0,2,25544,1,0,2001,4,5,6,0,4.4
15762,82,0,2,25546,0,0,1974,4,7,9,1,5.3
15763,115,0,0,25547,0,0,1977,6,7,11,0,6.3
15764,95,0,3,25548,3,2,2003,6.71,6,89,0,6.2
15765,98,1,3,25549,2,2,2003,6.18,6,185,3,5.9
15766,119,2,2,25550,0,1,2003,6.05,6,189,2,5.8
15767,120,0,3,25551,0,1,2003,5.36,5,101,2,5.3
15768,95,2,2,25552,1,1,2001,4.17,6,55,1,4.9
15769,100,0,2,25553,0,1,2003,3.75,4,12,1,3.6
15770,84,0,1,25554,2,2,1965,7.67,8,17,2,7.7
15771,88,0,3,25556,2,2,2002,6.33,6,23,1,6.2
15772,103,0,2,25557,0,0,2003,6,6,25,1,6
15773,172,0,0,25558,0,0,1957,6,8,3,0,6.8
15774,95,0,2,25560,2,0,2003,3.5,5,47,0,4.1
15775,89,0,2,25564,0,0,2000,4,4,3,1,4
15776,83,0,2,25565,1,0,2000,3,6,5,0,4.3
15777,90,0,2,25566,1,0,1998,4,6,4,0,4.8
15778,120,0,2,25569,2,0,2003,6,7,5,0,6.3
15779,93,1,2,25572,2,1,2003,6.92,7,72,2,6.9
15780,121,0,3,25573,0,2,2003,3.71,4,108,2,4.1
15781,120,0,2,25574,2,4,2003,8,7,5,0,7.4
15782,96,1,2,25575,1,0,2003,5.6,6,27,1,5.6
15783,106,0,2,25577,2,1,1982,6,6,4,3,6
15784,111,0,1,25583,0,3,1975,7.64,7,33,2,7.4
15785,92,0,0,25584,0,0,1978,6,6,3,0,6
15786,100,1,2,25585,1,2,2003,5.73,6,91,1,6
15787,117,2,2,25586,1,2,2002,5.33,7,16,1,6.1
15788,80,2,3,25588,2,0,1956,6,7,24,1,6.4
15789,105,2,0,25590,0,2,1992,7.57,8,50,2,7.6
15790,85,0,2,25591,1,0,2003,4,6,3,0,5
15791,87,0,2,25592,2,1,1956,4,5,11,0,4.7
15792,96,0,2,25593,1,4,1988,7.33,7,12,3,7.3
15793,92,1,2,25594,0,2,1960,4,6,7,1,4.9
15794,115,0,2,25596,0,1,1976,5,8,4,1,6.5
15795,93,0,2,25598,0,0,1968,6,8,4,2,7
15796,78,0,2,25599,1,1,1950,2,7,3,1,4.5
15797,82,1,3,25602,2,1,1966,7.89,7,77,4,7.6
15798,82,0,2,25605,3,0,1951,8.33,8,26,1,8
15799,76,0,2,25606,2,0,1937,8,7,14,1,7.7
15800,77,0,2,25607,2,0,1936,8,8,10,1,8.1
15801,105,0,2,25609,0,1,1965,7,8,11,1,7.6
15802,80,0,2,25611,0,0,1948,6,7,9,2,6.3
15803,100,0,2,25614,0,2,2002,5,5,15,1,4.8
15804,88,1,2,25615,0,0,2000,5,6,19,1,5.3
15805,91,1,2,25616,1,2,1996,6.33,8,7,1,7.3
15806,109,0,2,25617,0,1,1991,4,4,4,1,4
15807,61,0,0,25619,0,0,1957,8,4,4,0,6.2
15808,95,0,2,25621,1,0,2003,4,5,3,1,4.5
15809,71,0,0,25623,0,0,1957,5,6,9,0,5.6
15810,110,2,2,25625,0,0,1983,8,8,4,2,7.8
15811,88,0,2,25626,2,0,1948,6,7,5,0,6.4
15812,80,0,0,25631,0,0,1958,7.67,7,10,0,7.5
15813,125,2,2,25632,2,2,1971,7.5,8,4,0,7.5
15814,90,0,2,25633,2,3,1946,6.89,7,29,1,6.9
15815,120,0,2,25637,1,0,1999,6,4,6,1,4.8
15816,65,0,0,25639,0,0,1958,,6,4,0,6
15817,95,0,0,25640,0,0,2003,7,6,20,0,6.7
15818,114,0,2,25641,0,2,1980,6,7,6,1,6.6
15819,94,0,2,25643,1,0,2002,4,5,8,1,4.6
15820,110,0,1,25644,0,0,2002,6,6,9,2,6.1
15821,100,1,2,25645,0,0,2002,5.33,7,12,1,6.1
15822,93,1,2,25646,2,0,2003,6.83,6,98,0,6.6
15823,106,2,2,25648,1,0,1953,3.5,6,3,2,4.8
15824,91,1,2,25649,1,1,1953,8,7,6,3,7.5
15825,87,0,3,25650,2,1,1984,4,7,3,2,5.5
15826,104,1,2,25651,1,0,1980,4.33,5,15,2,4.5
15827,112,2,2,25652,2,1,1981,4,5,5,3,4.3
15828,69,0,2,25653,3,1,1941,8,6,3,2,6.8
15829,81,0,2,25654,3,0,1962,8,6,10,1,7.1
15830,102,2,2,25655,0,0,1963,6.83,7,21,4,6.9
15831,83,0,2,25656,0,2,1952,7.2,7,30,3,7.2
15832,96,0,2,25657,0,1,1972,4,5,5,2,4.6
15833,140,0,2,25658,1,1,2003,7.25,7,312,3,7.2
15834,105,1,2,25659,2,0,2002,7,6,12,1,6.6
15835,100,0,1,25660,2,1,2003,7.78,8,389,1,7.8
15836,84,0,3,25661,2,1,2003,8,7,27,2,7.3
15837,105,0,2,25662,1,0,1970,3.5,6,3,0,4.8
15838,105,0,2,25663,0,0,2001,6,7,3,2,6.5
15839,97,0,2,25664,1,1,1930,6.5,6,8,1,6.2
15840,74,0,2,25665,2,2,1931,7,7,7,0,7
15841,328,0,1,25666,0,4,1995,8,8,3,1,8
15842,96,1,2,25668,1,0,2002,5.6,6,31,1,6
15843,102,0,4,25669,2,3,2003,7.67,8,16,2,7.7
15844,91,0,3,25670,3,0,2003,6.63,7,97,1,6.6
15845,86,0,2,25672,2,0,2001,5,4,17,0,4.3
15846,118,0,2,25674,0,1,1979,8.44,9,125,3,8.5
15847,128,0,2,25675,0,3,1983,6,7,8,2,6.4
15848,108,1,2,25676,0,2,2000,6,6,5,2,6.1
15849,96,1,2,25678,2,0,1985,6,8,8,1,6.9
15850,104,1,1,25681,2,0,1998,6.5,5,9,0,5.8
15851,115,0,0,25684,0,0,2000,7.5,6,3,0,6.8
15852,91,2,2,25685,0,0,1997,2.67,4,13,1,3.3
15853,102,0,2,25686,0,1,2002,4,5,14,1,4.5
15854,116,2,2,25687,1,2,1963,9.04,8,117,2,8.7
15855,117,0,2,25690,1,0,2003,6.18,6,154,1,6
15856,82,0,3,25691,2,0,2003,5.5,5,39,0,5.4
15857,88,0,3,25692,2,0,2003,4.86,5,42,0,4.9
15858,111,0,2,25693,1,0,2003,4.91,5,77,1,4.9
15859,64,0,2,25694,0,3,1969,8,7,15,2,7.4
15860,64,2,2,25695,1,3,1967,5.83,7,23,2,6.5
15861,82,0,2,25696,0,3,1997,7,8,9,0,7.3
15862,78,0,2,25697,0,4,1999,8,6,9,1,7.2
15863,81,0,2,25699,0,4,1989,7,8,4,0,7.3
15864,105,0,2,25701,0,4,1967,9,7,12,2,8.1
15865,124,0,1,25703,1,2,1957,5.5,3,5,2,4.4
15866,96,1,3,25705,3,2,1945,7.5,8,6,3,7.8
15867,97,1,1,25706,1,3,1973,8.59,8,66,2,8.5
15868,180,0,2,25708,0,0,2001,6,9,4,1,7.3
15869,85,0,2,25710,0,0,1999,6,4,3,1,5
15870,100,0,2,25713,3,0,2002,8,7,5,0,7.3
15871,96,0,2,25714,0,0,2003,4,5,36,2,4.5
15872,110,0,2,25718,0,0,1969,6.5,8,7,1,7.4
15873,94,0,2,25722,0,0,2001,5,6,23,1,5.4
15874,104,0,1,25724,1,1,1971,5.88,6,33,1,6
15875,92,0,2,25729,0,0,1998,6,9,3,1,7.5
15876,89,0,0,25732,0,0,2000,9,7,6,0,8.1
15877,88,0,2,25733,2,0,2003,5.4,6,44,0,5.9
15878,95,0,1,25734,3,2,2003,7.1,7,56,1,6.9
15879,105,0,3,25735,3,1,2003,4.15,3,133,0,3.8
15880,105,1,2,25736,1,0,2003,3.23,5,133,0,4
15881,92,1,1,25738,1,1,1996,6.67,6,37,1,6.5
15882,96,1,2,25739,1,0,2003,3.2,4,34,0,3.8
15883,81,0,3,25741,0,1,1983,6,7,18,2,6.7
15884,90,0,0,25742,0,0,1946,4,6,4,0,5
15885,81,0,0,25745,0,0,1952,7.5,7,23,0,7.3
15886,91,0,0,25746,0,0,1987,5.67,6,35,0,6.1
15887,94,0,2,25747,2,1,1959,7.82,8,47,0,7.9
15888,120,0,2,25752,0,0,2001,6,9,3,1,7.3
15889,120,0,2,25753,1,0,2003,4,7,5,1,5.7
15890,69,0,2,25756,1,0,2001,6,4,19,0,5.1
15891,72,0,3,25757,3,0,1960,8.5,7,37,0,7.7
15892,89,0,0,25760,0,0,2000,5,5,23,0,4.9
15893,96,0,3,25762,0,2,1994,7.18,7,39,3,7.2
15894,101,0,2,25765,0,0,2001,4,6,5,1,5.1
15895,102,0,3,25767,2,1,1999,8,6,5,1,7.1
15896,86,1,2,25772,2,0,2001,5,8,5,1,6.5
15897,100,0,2,25777,1,0,2003,6,8,3,0,7
15898,64,0,1,25779,0,4,2003,8,6,6,1,7
15899,102,0,2,25780,0,1,1992,6,8,4,1,6.8
15900,90,0,2,25781,0,0,1999,6,8,4,2,7
15901,134,0,3,25782,2,3,1972,8.16,8,173,1,8.1
15902,83,0,2,25784,1,0,2000,6,8,3,0,7
15903,106,1,2,25785,1,1,2004,3.75,4,205,1,3.8
15904,84,0,3,25786,2,1,2003,4.57,5,60,2,4.6
15905,153,0,2,25787,0,1,2003,6.6,7,354,1,6.8
15906,127,0,3,25788,1,3,2003,7.5,7,206,3,7.3
15907,105,0,2,25789,0,0,2002,5.8,7,37,1,6.2
15908,106,0,2,25790,0,0,1968,6,5,3,2,5.5
15909,135,0,2,25791,0,0,2002,5.5,6,11,2,5.7
15910,103,3,1,25794,0,3,2001,7.33,8,68,2,7.7
15911,102,0,2,25797,2,0,1973,3.5,7,12,0,5
15912,93,2,2,25798,1,0,1982,2,2,14,0,2.2
15913,74,0,2,25799,0,3,1934,7.25,6,11,1,6.6
15914,92,0,2,25802,0,0,1997,4,4,5,1,3.8
15915,97,0,2,25803,0,0,1965,4,6,6,1,5
15916,99,0,0,25804,0,0,1971,6,4,6,0,4.9
15917,90,0,0,25806,0,0,2000,4,3,4,0,3.5
15918,70,0,0,25810,0,0,1945,8,7,3,0,7.3
15919,110,0,0,25811,0,0,1976,8,6,6,0,7.1
15920,111,0,2,25813,0,0,2001,,5,3,2,5
15921,90,1,2,25814,0,0,2000,4,3,3,1,3.5
15922,93,1,3,25815,2,1,2001,6,5,15,3,5.5
